,user,video,northamerica,sports,news,autos,kids,movies,lifestyle,middleeast,foodanddrink,music,travel,health,finance,entertainment,weather,tv
42098,U88477,0,0,1,8,1,0,1,1,0,1,0,1,0,3,1,0,2
42099,U91996,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1
42100,U24932,0,0,3,11,0,0,0,2,0,1,0,0,0,1,0,0,0
42101,U82744,1,0,2,7,0,0,0,3,0,0,1,0,2,1,2,0,3
42102,U88245,0,0,0,7,1,0,1,0,0,1,0,1,0,0,0,0,0
42103,U53856,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2
42104,U36181,1,0,5,22,0,0,3,4,0,1,0,2,1,3,0,0,3
42105,U78421,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,1
42106,U32943,1,0,0,0,2,0,2,0,0,2,0,0,1,4,0,0,0
42107,U45417,0,0,1,3,0,0,0,1,0,3,1,0,0,0,0,0,1
42108,U13325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42109,U3098,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,4
42110,U83784,0,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0
42111,U16952,0,0,17,10,0,0,1,1,0,2,0,2,1,3,0,0,3
42112,U88212,1,0,0,6,0,0,0,0,0,2,0,0,1,0,0,2,0
42113,U85602,0,0,1,5,0,0,0,2,0,0,1,0,0,0,2,0,1
42114,U66182,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,1
42115,U48338,0,0,1,15,1,0,0,4,0,7,1,0,2,0,0,0,3
42116,U88149,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
42117,U46473,0,0,0,4,0,0,1,4,0,4,1,1,2,1,1,0,2
42118,U30416,1,0,1,21,0,0,0,0,0,0,0,0,0,2,0,0,0
42119,U52377,1,0,2,16,2,0,4,9,0,3,2,4,5,2,3,6,2
42120,U49908,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0
42121,U29673,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0
42122,U25850,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
42123,U74643,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
42124,U48106,0,0,0,3,1,0,2,2,0,1,0,3,1,1,0,0,5
42125,U64753,0,0,3,6,0,0,0,0,0,2,0,0,0,0,0,0,1
42126,U51803,1,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0
42127,U25738,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
42128,U36216,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42129,U82431,0,0,4,11,0,0,2,4,0,3,3,0,0,1,0,0,7
42130,U70435,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1
42131,U91050,1,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,0
42132,U12112,0,0,0,2,1,0,0,4,0,1,0,0,2,0,0,1,0
42133,U46589,0,0,10,2,0,0,1,2,0,1,0,0,0,1,0,0,1
42134,U53101,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
42135,U12146,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42136,U86712,0,0,3,17,0,0,0,12,0,2,3,3,25,8,1,1,2
42137,U85074,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0
42138,U54695,0,0,0,9,0,0,0,1,0,0,1,0,0,0,6,0,0
42139,U1176,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0
42140,U81878,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42141,U70020,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0
42142,U88282,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0
42143,U33342,1,0,0,7,0,0,0,2,0,0,1,1,0,1,1,0,1
42144,U16143,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2
42145,U37021,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
42146,U8124,0,0,8,3,1,0,2,2,0,3,0,0,0,3,1,0,0
42147,U47046,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0
42148,U37200,0,0,0,3,0,0,0,0,0,0,1,1,0,3,0,0,1
42149,U77203,1,0,3,10,1,0,2,3,0,1,0,0,0,1,0,0,3
42150,U70853,4,0,5,4,10,0,1,6,0,0,0,0,0,1,0,1,0
42151,U83839,0,0,20,10,1,0,1,4,0,1,0,1,1,1,0,0,3
42152,U17941,0,0,6,6,0,0,1,0,0,0,0,0,0,1,1,0,1
42153,U50167,0,0,0,2,0,0,0,1,0,1,0,0,3,0,0,0,0
42154,U69942,1,0,2,4,2,0,2,1,0,1,0,1,0,0,0,1,0
42155,U24208,0,0,1,6,1,0,1,0,0,1,0,0,0,1,0,0,0
42156,U73506,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,2
42157,U38971,0,0,8,1,0,0,1,4,0,0,0,0,0,0,0,0,0
42158,U57878,0,0,3,5,4,0,0,2,0,0,0,2,0,2,0,0,0
42159,U5229,1,0,1,1,1,0,0,1,0,0,2,0,1,1,0,0,1
42160,U80909,1,0,2,0,0,0,1,1,0,0,1,0,0,3,0,0,0
42161,U55219,0,0,1,4,0,0,1,1,0,1,1,1,0,0,0,0,1
42162,U66982,0,0,0,5,0,0,3,8,0,0,1,0,0,0,0,1,5
42163,U19839,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1
42164,U44049,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
42165,U28883,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2
42166,U42255,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1
42167,U52537,0,0,4,1,1,0,0,1,0,0,0,0,2,0,1,0,0
42168,U23423,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42169,U52758,2,0,0,9,1,0,1,1,0,0,0,0,4,1,0,0,1
42170,U17896,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
42171,U82481,0,0,2,2,0,0,2,1,0,1,0,0,0,1,0,0,2
42172,U21448,0,0,13,1,0,0,0,0,0,5,2,1,1,0,1,0,3
42173,U86672,0,0,4,4,0,0,1,1,0,0,2,0,0,0,0,1,0
42174,U89328,0,0,1,5,0,0,1,2,0,3,1,0,1,1,1,0,0
42175,U75371,0,0,0,4,0,0,0,1,0,5,2,0,0,1,1,0,1
42176,U18247,0,0,5,6,1,0,1,0,0,0,1,0,0,1,0,0,2
42177,U44886,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1
42178,U17676,0,0,1,7,1,0,0,1,0,0,0,1,1,2,1,0,3
42179,U15143,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,0,0
42180,U17090,0,0,1,4,1,0,1,2,0,0,1,2,2,1,0,0,0
42181,U47800,0,0,0,3,0,0,1,12,0,3,1,2,3,1,1,0,2
42182,U63473,0,0,0,1,0,0,0,2,0,3,1,0,10,0,2,0,0
42183,U20004,1,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0
42184,U34003,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,5
42185,U88617,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
42186,U50207,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
42187,U9902,0,0,1,8,0,0,0,12,0,0,0,0,1,2,0,0,0
42188,U80429,0,0,2,2,0,0,0,0,0,0,0,0,1,2,0,0,2
42189,U52575,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42190,U25440,0,0,16,16,0,0,0,3,0,1,1,0,1,9,0,0,0
42191,U74448,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,2
42192,U89313,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,2
42193,U25580,1,0,2,7,2,0,0,5,0,1,2,1,0,4,0,0,0
42194,U32573,0,0,8,10,0,0,9,2,0,1,1,0,0,2,0,0,8
42195,U78803,0,0,0,3,0,0,0,1,0,0,0,1,1,2,0,1,0
42196,U42749,1,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,1
42197,U36310,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0
42198,U82569,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0
42199,U22915,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0
42200,U26602,0,0,1,4,0,0,0,2,0,0,0,0,0,1,0,0,0
42201,U12981,0,0,1,2,0,0,3,2,0,1,1,0,0,0,0,0,4
42202,U10758,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
42203,U18243,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1
42204,U3723,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0
42205,U62957,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
42206,U83363,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
42207,U84660,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0
42208,U90963,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1
42209,U45586,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0
42210,U18251,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
42211,U67154,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0
42212,U38469,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1
42213,U53572,1,0,0,9,0,0,1,0,0,1,0,1,1,1,3,0,3
42214,U39975,0,0,1,10,0,0,1,0,0,0,1,0,0,0,0,0,2
42215,U18463,0,0,0,4,0,0,2,4,0,2,0,0,0,3,0,0,1
42216,U50194,0,0,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0
42217,U68657,0,0,0,2,0,0,1,6,0,3,0,4,2,7,6,0,1
42218,U11302,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0
42219,U66399,0,0,3,2,1,0,0,1,0,0,0,2,0,4,0,0,1
42220,U54044,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0
42221,U62216,0,0,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0
42222,U60894,1,0,4,3,0,0,0,0,0,0,0,0,1,7,0,1,1
42223,U16345,0,0,3,8,0,0,1,11,0,2,1,0,0,0,2,0,8
42224,U90497,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
42225,U46741,0,0,6,9,4,0,1,0,0,1,0,1,2,2,0,3,0
42226,U17689,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42227,U60003,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3
42228,U28077,1,0,0,3,3,0,0,0,0,3,0,0,1,0,0,0,0
42229,U60467,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0
42230,U75478,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,2
42231,U51617,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0
42232,U27808,1,0,1,14,0,0,2,4,0,3,0,0,2,4,0,0,7
42233,U68143,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0
42234,U53774,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0
42235,U34371,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0
42236,U56847,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1
42237,U51487,0,0,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0
42238,U8474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2
42239,U7213,0,0,0,25,0,0,1,0,0,1,0,0,4,3,0,0,0
42240,U77753,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0
42241,U51433,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,1
42242,U37251,0,0,0,0,0,0,1,5,0,1,1,0,1,0,1,0,0
42243,U75510,0,0,0,5,1,0,1,7,0,1,4,0,5,0,2,1,4
42244,U6938,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0
42245,U80768,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
42246,U35182,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,0,1
42247,U22877,0,0,6,1,0,0,0,1,0,0,0,1,1,1,0,0,0
42248,U72216,1,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0
42249,U6259,0,0,1,8,0,0,0,0,0,1,0,1,3,4,1,1,1
42250,U35643,0,0,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0
42251,U22651,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1
42252,U4104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42253,U75297,0,0,7,1,0,0,1,1,0,0,2,0,0,0,0,0,0
42254,U28530,0,0,3,1,0,0,1,0,0,3,0,2,0,0,0,0,1
42255,U61502,0,0,2,6,1,0,1,5,0,0,5,1,1,1,0,0,3
42256,U39552,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0
42257,U72709,0,0,0,3,0,0,0,0,0,0,1,0,5,1,1,0,4
42258,U71000,0,0,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0
42259,U82298,1,0,1,2,0,0,2,6,0,0,0,0,0,1,7,0,2
42260,U36497,1,0,12,4,0,0,0,2,0,0,0,1,0,1,0,0,0
42261,U70974,0,0,0,1,2,0,2,1,0,1,0,1,1,1,0,0,2
42262,U355,0,0,6,0,0,0,0,1,0,1,2,3,3,2,2,0,0
42263,U64748,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,2
42264,U27410,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,0,0
42265,U82609,2,0,1,9,0,0,2,2,0,2,0,5,1,7,0,0,2
42266,U45380,0,0,7,7,1,0,0,0,0,0,0,0,1,0,1,0,0
42267,U74927,0,0,0,4,1,0,0,1,0,0,0,0,0,2,0,0,1
42268,U14076,1,0,4,6,2,0,0,4,0,0,1,1,8,1,1,0,1
42269,U30973,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
42270,U23770,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0
42271,U63138,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,1
42272,U60712,2,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2
42273,U18893,0,0,0,2,0,0,0,2,0,0,0,1,0,0,2,0,4
42274,U19761,6,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
42275,U44761,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
42276,U57071,0,0,0,2,0,0,0,1,0,1,0,2,0,1,0,0,0
42277,U428,0,0,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0
42278,U62800,1,0,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0
42279,U74958,0,0,2,3,2,0,0,4,0,0,0,0,3,2,0,0,0
42280,U27517,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42281,U43284,0,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0
42282,U36602,1,0,7,4,2,0,2,1,0,0,0,0,2,0,4,0,4
42283,U41242,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3
42284,U78374,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0
42285,U56916,0,0,9,2,1,0,0,3,0,4,0,0,0,5,0,0,0
42286,U1531,1,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1
42287,U48347,0,0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1
42288,U31009,1,0,8,3,0,0,4,1,0,0,0,0,1,2,2,0,1
42289,U89574,3,0,3,6,1,0,1,5,0,0,0,0,3,1,4,0,0
42290,U50927,0,0,1,0,0,0,0,8,0,2,2,1,1,1,1,0,1
42291,U87077,0,0,0,2,1,0,0,2,0,0,0,3,1,0,0,0,4
42292,U13526,0,0,0,0,0,0,0,1,0,6,1,0,0,0,2,0,1
42293,U68274,1,0,2,13,0,0,2,1,0,0,0,1,0,1,0,0,1
42294,U92581,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0
42295,U80826,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1
42296,U45626,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0
42297,U12969,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,0,2
42298,U86647,0,0,5,3,2,0,0,1,0,0,0,0,0,0,0,0,3
42299,U28512,0,0,2,10,0,0,0,0,0,0,3,0,0,2,0,0,0
42300,U43544,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
42301,U19161,3,0,19,21,1,0,7,2,0,0,0,4,1,3,0,2,1
42302,U92551,1,0,0,13,0,0,0,1,0,1,1,0,0,1,2,0,2
42303,U40018,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0
42304,U62462,0,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,3
42305,U38766,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,5
42306,U51598,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42307,U91429,0,0,1,5,3,0,1,1,0,0,0,2,1,4,0,0,0
42308,U28830,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1
42309,U4983,1,0,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0
42310,U84496,1,0,0,0,0,0,1,5,0,0,1,0,0,1,1,0,1
42311,U10178,0,0,1,11,0,0,0,0,0,0,0,0,0,2,0,1,0
42312,U83918,0,0,0,6,2,0,0,4,0,2,1,2,1,0,0,0,0
42313,U82467,1,0,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0
42314,U8897,0,0,0,2,0,0,2,1,0,0,2,0,1,0,1,0,2
42315,U90259,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1
42316,U75028,0,0,10,5,0,0,1,2,0,2,1,0,0,6,1,1,6
42317,U89632,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
42318,U17863,0,0,9,3,0,0,1,0,0,0,0,0,0,1,0,0,0
42319,U40658,0,0,17,6,1,0,1,0,0,0,0,0,0,2,1,1,0
42320,U56298,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
42321,U54425,3,0,2,5,0,0,1,3,0,1,1,1,2,1,1,0,0
42322,U5227,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
42323,U54692,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1
42324,U26053,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,1
42325,U50713,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,1
42326,U68014,1,0,0,3,2,0,1,0,0,1,0,0,2,0,0,1,2
42327,U76765,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,1,0
42328,U35274,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0
42329,U33074,0,0,0,5,0,0,0,0,0,0,1,0,1,1,0,1,1
42330,U30999,0,0,20,7,0,0,1,0,0,3,0,1,1,1,1,0,3
42331,U18496,0,0,8,9,1,0,0,1,0,0,0,0,3,4,0,0,2
42332,U50430,0,0,0,9,1,0,2,0,0,1,2,0,1,0,0,0,0
42333,U48204,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0
42334,U83377,1,0,3,14,1,0,1,4,0,1,1,2,2,1,1,0,2
42335,U78937,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
42336,U63016,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0
42337,U4779,1,0,0,5,0,0,0,5,0,0,0,0,1,1,1,0,2
42338,U91214,0,0,2,1,0,0,0,1,0,0,0,0,1,0,1,0,2
42339,U19109,0,0,0,6,1,0,0,0,0,1,0,1,0,2,0,0,1
42340,U83354,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
42341,U7140,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2
42342,U61929,0,0,0,1,0,0,0,6,0,0,0,0,1,1,0,0,2
42343,U78597,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,1,1
42344,U82459,0,0,1,3,1,0,0,4,0,1,2,0,0,1,2,0,4
42345,U10134,0,0,1,1,0,0,2,1,0,1,1,0,0,0,1,0,1
42346,U47684,0,0,4,3,0,0,0,0,0,1,0,0,0,1,0,0,1
42347,U18905,0,0,27,7,1,0,0,4,0,6,0,2,13,1,0,0,0
42348,U54647,1,0,1,9,0,0,0,4,0,2,0,0,0,8,0,1,1
42349,U29430,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,1
42350,U89235,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
42351,U39888,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,4
42352,U47928,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2
42353,U81659,0,0,9,7,0,0,1,3,0,0,0,0,0,8,1,1,0
42354,U22801,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0
42355,U63782,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,1,0
42356,U76069,0,0,0,2,0,0,0,3,0,4,1,1,5,1,2,0,0
42357,U3470,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0
42358,U22136,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
42359,U79308,0,0,10,2,2,0,0,2,0,0,0,2,0,0,0,1,1
42360,U82355,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1
42361,U28182,0,0,1,0,0,0,1,2,0,0,0,0,0,3,1,0,1
42362,U66507,1,0,1,2,3,0,0,4,0,0,0,0,3,3,0,0,0
42363,U74189,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0
42364,U52131,0,0,2,2,0,0,0,1,0,0,0,0,2,0,1,0,0
42365,U42697,0,0,0,17,0,0,3,10,0,0,0,0,0,0,1,0,5
42366,U86476,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
42367,U32921,0,0,0,4,0,0,1,1,0,0,1,0,0,0,1,0,0
42368,U29429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
42369,U85549,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
42370,U53931,0,0,0,2,0,0,1,3,0,0,1,0,0,0,2,0,2
42371,U66101,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
42372,U90886,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,2
42373,U93758,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42374,U19782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42375,U10499,0,0,0,2,0,0,1,0,0,0,2,0,1,0,3,0,0
42376,U65489,0,0,4,6,0,0,0,1,0,1,0,0,0,0,0,1,0
42377,U51070,1,0,1,20,5,0,0,4,0,0,5,2,3,1,2,0,12
42378,U48257,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0
42379,U45472,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0
42380,U56944,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0
42381,U37437,0,0,11,3,0,0,0,0,0,0,1,0,0,1,0,0,1
42382,U55870,1,0,3,8,2,0,1,0,0,0,2,0,2,0,0,0,2
42383,U60906,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0
42384,U47859,0,0,5,2,1,0,2,0,0,0,0,0,0,0,0,0,1
42385,U73695,0,0,6,1,1,0,0,1,0,0,0,0,1,0,0,0,1
42386,U53707,0,0,0,3,1,0,0,3,0,4,0,2,3,4,1,0,4
42387,U81107,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,0,2
42388,U31276,0,0,1,1,0,0,3,0,0,0,2,0,2,1,1,0,0
42389,U31167,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
42390,U74950,0,0,16,7,0,0,0,1,0,1,0,0,0,0,0,1,0
42391,U90352,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42392,U66954,0,0,1,5,0,0,1,7,0,1,2,0,0,5,2,0,5
42393,U60881,0,0,0,5,0,0,1,1,0,0,0,0,1,1,0,0,0
42394,U8188,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0
42395,U72858,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,1
42396,U75947,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,1
42397,U85155,0,0,1,3,1,0,2,4,0,9,0,0,0,1,0,0,3
42398,U92239,0,0,4,2,0,0,0,2,0,0,1,0,0,0,0,0,0
42399,U67046,1,0,0,7,0,0,0,2,0,1,0,0,0,0,0,0,3
42400,U64940,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
42401,U7410,0,0,0,6,0,0,3,13,0,0,0,1,12,3,1,0,0
42402,U20791,1,0,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0
42403,U77445,0,0,0,7,0,0,2,0,0,0,0,0,0,2,0,0,0
42404,U56090,0,0,1,2,1,0,0,3,0,0,1,0,0,0,2,0,0
42405,U53359,0,0,2,6,0,0,2,0,0,0,0,0,0,1,1,0,1
42406,U33514,0,0,0,3,0,0,1,3,0,0,1,4,2,3,1,0,3
42407,U57143,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1
42408,U60018,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,2,1
42409,U75196,0,0,19,4,0,0,0,2,0,1,1,3,0,1,3,0,0
42410,U74136,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42411,U93436,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
42412,U16709,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
42413,U9391,0,0,0,6,1,0,1,2,0,0,1,1,0,0,0,0,4
42414,U87368,0,0,2,7,1,0,0,3,0,0,4,0,1,4,1,0,0
42415,U63434,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,1
42416,U35242,0,0,7,4,14,0,3,0,0,7,0,2,4,7,1,0,8
42417,U40089,0,0,2,0,0,0,0,2,0,0,1,2,0,2,1,0,3
42418,U93219,0,0,4,2,1,0,1,0,0,0,0,0,1,1,1,0,0
42419,U52707,0,0,2,8,0,0,1,1,0,1,0,3,0,1,0,0,5
42420,U66706,1,0,1,32,2,0,0,0,0,2,0,0,0,5,0,5,0
42421,U71588,0,0,5,3,0,0,0,1,0,0,0,1,0,2,0,0,1
42422,U66542,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0,1
42423,U5582,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
42424,U93274,0,0,3,5,5,0,0,1,0,1,0,3,0,3,0,0,1
42425,U58874,0,0,0,1,1,0,0,1,0,0,0,1,1,2,0,0,0
42426,U93931,8,0,6,26,0,0,2,13,0,4,2,0,1,3,5,0,17
42427,U87925,0,0,8,1,1,0,0,3,0,0,1,0,0,0,0,0,0
42428,U12846,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3
42429,U45741,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1
42430,U68464,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0
42431,U18665,0,0,0,13,0,0,0,1,0,2,1,0,0,5,1,0,0
42432,U1340,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
42433,U76934,1,0,1,9,0,0,0,1,0,0,0,0,1,1,1,0,1
42434,U11194,0,0,6,1,0,0,2,1,0,4,0,1,2,0,0,1,4
42435,U23712,0,0,2,8,6,0,0,2,0,0,1,1,1,1,0,1,2
42436,U92370,0,0,0,3,0,0,0,1,0,1,1,0,0,1,1,0,0
